places-civil.tsv,1919,1907,1883,1871,1868,1869,1891,1879,1901,1892,1864,1850,1849,1884,1900,1889,1895,1886,1890,1897,1888,1894,1913,1920,1896,1903,1912,1874,1873,1851,1885,1881,1870,1858,1863,1860,1915,1876,1840,1908,1880,1917,1867,1877,1862,1904,1859,1882,1853,1887,1923,1898,1909,1875,1866
terrazza,4,10,4,0,0,0,4,9,37,21,1,0,0,0,0,13,0,2,6,4,0,17,3,4,0,1,6,0,1,1,0,3,0,1,0,1,17,0,2,10,0,5,20,0,0,0,2,3,2,13,0,1,0,0,5
baracca,2,1,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,2,1,1,0,6,2,1,0,7,1,0,0,1,0,2,4,0,0,0,0,0,5,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
casa,149,186,142,3,179,219,119,150,560,316,80,255,91,68,55,103,32,259,349,313,152,531,390,219,132,160,418,34,68,148,158,631,109,2,258,514,106,70,480,79,63,84,520,65,148,160,708,308,171,60,261,122,72,26,42
costruzione,0,10,0,1,1,1,9,0,4,0,3,0,0,0,1,0,1,0,5,6,2,6,2,0,3,0,2,3,0,0,0,2,0,3,0,0,1,1,1,0,0,2,2,0,1,4,8,0,1,2,7,3,0,0,0
catapecchia,0,2,0,0,0,2,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,1,3,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
appartamento,4,20,2,0,3,5,0,4,34,2,2,15,1,5,1,13,0,7,29,2,2,4,3,2,0,5,11,0,1,1,1,57,5,1,0,24,2,0,9,7,1,4,26,7,6,0,25,8,5,1,1,1,2,1,3
basso,3,2,1,0,2,0,14,5,6,6,0,7,7,0,3,2,2,2,7,11,4,9,10,5,3,5,5,1,2,3,0,19,5,0,5,12,5,2,7,3,0,2,23,0,2,0,27,6,5,2,4,1,3,0,5
casamento,2,2,2,0,0,0,0,0,16,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,2,3,0,0,0,0,0,2,0,0,0,0,2,4,0,0,0,0,0,0,0
casetta,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
bugigattolo,2,5,0,0,0,0,1,0,0,0,0,3,1,1,0,0,0,0,5,0,2,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0
palazzo,3,93,4,3,8,5,47,6,47,3,21,24,3,2,19,64,14,40,14,20,10,128,20,7,13,8,11,0,4,31,7,90,40,2,87,69,3,1,39,2,1,4,115,29,6,0,169,25,9,4,1,1,18,1,0
villa,9,1,2,0,6,0,4,5,79,3,2,1,9,38,7,23,2,50,2,26,72,25,122,21,0,28,24,3,4,14,24,59,4,0,11,9,21,1,7,4,1,0,8,14,3,6,29,15,6,4,21,0,8,1,1
tenda,6,30,3,0,2,3,2,2,7,4,0,3,1,0,4,17,1,6,10,7,9,5,10,2,1,5,14,0,1,0,2,22,1,23,36,5,2,0,15,1,6,1,16,26,0,1,8,19,3,1,2,0,3,7,12
torre,3,4,2,0,0,3,0,1,9,0,0,3,1,1,23,7,3,3,3,2,2,0,6,7,0,3,1,0,6,4,1,5,5,35,34,29,0,0,5,0,0,0,59,7,2,0,3,4,5,0,0,1,20,1,4
rudere,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,4,0,0,2,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,1,0,0
abitazione,0,3,1,0,10,3,2,0,5,15,9,5,1,0,0,1,2,3,1,2,0,4,2,2,12,4,3,1,2,2,0,2,10,0,0,10,0,0,3,1,0,0,8,0,0,0,9,1,3,2,2,1,2,1,6
alloggio,1,5,0,0,15,3,1,2,8,4,3,0,0,2,0,0,0,1,5,0,0,4,2,0,2,4,2,0,0,0,1,7,3,0,0,4,0,0,6,1,0,0,5,0,4,2,19,2,5,0,1,0,2,0,0
reggia,0,0,4,1,0,0,1,0,1,1,4,1,0,0,5,3,3,1,2,0,0,1,3,0,2,1,0,1,1,1,1,1,1,1,4,5,0,0,35,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
corte,5,56,7,0,2,0,8,8,20,5,16,3,2,6,1,9,3,5,66,25,17,47,3,11,6,19,8,0,4,8,5,36,7,8,21,235,5,2,43,2,7,0,109,13,19,1,71,44,17,1,8,0,0,11,5
soffitta,0,0,1,0,10,0,0,1,49,0,4,9,2,0,0,0,0,7,6,0,3,0,1,0,0,0,2,0,1,1,0,5,0,0,0,1,0,0,3,0,0,0,2,0,2,0,2,0,1,0,1,0,1,0,0
residenza,1,2,1,0,0,0,0,0,3,2,1,0,0,0,0,1,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,11,0,4,0,1,0,0,3,0,0,0,0,0
domicilio,0,0,2,0,1,0,0,0,0,0,2,1,0,0,0,1,0,1,6,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,2,2,0,1,0,2,1,1,2,0,2,2,1,2,0,0,0,0
rocca,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,3,1,0,1,16,0,0,1,0,0,1,5,0,0,0,0,1,0,0,0,0,4,0,1
spelonca,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
magione,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dimora,1,1,0,0,10,5,0,0,5,0,6,7,0,4,4,1,4,1,2,1,0,2,2,0,0,0,7,0,2,0,0,12,9,5,17,10,1,0,4,1,1,0,32,0,1,2,16,2,0,3,0,1,5,3,0
casotto,0,2,8,0,1,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0
palazzina,0,1,0,0,4,1,0,7,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
villetta,1,0,0,0,5,0,0,0,4,0,0,0,0,0,0,5,1,4,0,10,1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,0,0
casino,1,0,0,0,1,0,0,0,21,4,0,0,0,0,0,0,0,0,5,0,1,13,1,1,0,0,2,0,1,2,4,1,2,0,0,0,0,0,1,0,0,0,1,14,0,1,6,9,7,0,0,0,0,0,2
casone,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tugurio,0,0,0,0,0,1,1,1,0,0,2,2,6,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,2,0,1,0,1,0,5,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
casupola,0,0,1,0,0,0,2,0,5,0,0,0,0,0,0,0,0,2,1,2,0,2,5,2,0,1,1,0,0,0,3,14,1,0,0,1,0,0,1,0,0,4,2,0,0,0,3,1,0,0,0,0,2,0,0
palafitta,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
immobile,0,2,1,0,0,2,0,1,2,0,0,0,0,0,1,1,1,1,0,1,1,0,3,2,3,3,2,0,0,0,2,8,0,3,0,2,0,0,2,1,0,0,1,0,0,1,2,0,0,1,1,0,1,2,0
stamberga,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stabile,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tana,1,3,0,0,0,0,0,0,1,0,0,2,5,0,0,0,0,1,2,0,1,0,2,0,1,1,1,0,0,1,0,4,3,0,1,3,1,0,3,0,3,1,6,1,0,0,0,0,0,1,0,0,0,0,0
cottage,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
attico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
casa romano,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cabina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,21,1,1,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0
dormitorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,1,0,1,0,0,0,8,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0
casa mobile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
covo,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,2,4,1,0,0,1,0,0,2,0,0,1,2,0,0,1,0,0,0,5,0,0,0,1,0,0,10,0,0,0,0,0
foresteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
caseggiato,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
bicocca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
palazzo ducale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
bivacco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0
casa signorile,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0
secondo casa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abituro,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
casa lungo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
topaia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baita,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
casermone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
casa di città,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
convitto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
