places-public.tsv,1919,1907,1883,1871,1868,1869,1891,1879,1901,1892,1864,1850,1849,1884,1900,1889,1895,1886,1890,1897,1888,1894,1913,1920,1896,1903,1912,1874,1873,1851,1885,1881,1870,1858,1863,1860,1915,1876,1840,1908,1880,1917,1867,1877,1862,1904,1859,1882,1853,1887,1923,1898,1909,1875,1866
ospedale,7,3,3,0,0,1,1,3,5,0,1,17,0,0,0,3,2,8,24,4,2,4,3,0,0,1,1,0,5,1,0,6,7,0,9,4,0,2,2,0,1,3,4,2,2,0,10,0,1,0,1,1,1,0,0
scuola,25,13,59,1,4,4,21,12,25,7,6,26,0,1,1,5,2,169,25,4,7,5,13,8,1,17,49,10,10,2,4,19,6,1,7,22,3,0,6,2,0,22,20,3,12,2,37,7,26,17,19,1,1,2,2
ospizio,1,0,0,0,0,0,2,0,1,0,0,2,0,0,1,0,0,0,2,6,0,8,2,3,0,0,0,0,2,0,0,0,0,0,1,0,0,0,3,0,0,1,2,0,0,0,1,3,0,0,0,0,1,0,0
stazione,12,3,6,0,5,13,25,9,26,17,0,0,0,11,0,4,0,19,17,11,17,2,20,9,0,21,31,1,0,0,13,21,3,0,0,4,18,1,3,6,3,3,3,3,2,11,0,15,0,3,10,3,1,14,0
prigione,2,1,10,1,0,0,2,0,24,1,10,22,2,0,6,2,1,8,24,2,11,4,5,6,4,1,22,3,3,8,1,10,11,0,33,39,2,2,30,1,1,1,30,3,7,1,32,6,46,3,2,0,3,0,0
piazza,14,32,16,1,6,26,16,9,19,13,9,22,6,1,11,52,1,20,46,9,1,28,35,16,13,5,47,0,5,18,16,25,23,0,63,42,3,1,124,4,0,6,70,7,14,6,178,25,11,0,1,2,55,0,3
azienda,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,2,1,0,0
comune,2,2,0,0,1,5,2,1,14,9,3,8,7,1,0,4,2,0,3,2,2,5,5,3,0,4,1,2,2,1,2,18,2,1,21,29,3,0,9,0,0,1,15,0,3,5,4,4,5,0,3,0,6,0,1
museo,0,2,1,0,0,0,2,0,3,1,4,0,0,0,3,2,2,2,0,0,0,6,6,1,0,2,0,0,0,2,13,4,1,0,2,1,0,0,0,0,0,0,3,1,0,1,0,0,0,0,6,0,2,2,0
asilo,1,4,1,0,2,1,3,0,5,0,6,6,8,0,1,0,1,4,1,2,3,3,1,2,0,1,1,0,3,2,1,1,4,1,16,4,0,1,11,0,1,3,7,1,3,0,7,2,1,1,0,0,2,0,0
salone,0,4,0,0,1,0,2,10,15,2,0,2,0,3,0,16,0,2,9,4,1,12,31,1,0,3,14,1,6,5,0,75,7,0,0,2,5,0,2,0,0,3,3,24,1,5,3,7,2,0,0,0,9,1,1
collegio,1,1,0,0,2,7,4,6,63,1,1,0,0,3,0,2,0,3,7,24,7,45,12,7,0,3,59,0,3,5,14,14,1,0,6,3,12,0,7,0,1,1,35,0,7,0,50,3,88,0,0,0,1,3,0
mensa,0,0,1,0,2,4,1,1,2,0,2,3,0,0,5,8,6,0,1,1,4,2,3,5,2,4,2,2,0,1,0,4,18,5,9,21,1,0,20,0,0,0,11,0,2,0,20,3,0,0,0,0,0,0,0
questura,0,0,1,0,0,0,0,2,4,0,0,0,0,0,0,0,0,2,3,1,0,0,3,1,0,4,14,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,2,0,0,0,0,0,0,1
pronto soccorso,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
macello,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,1,0,0,8,1,2,5,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0
fondaco,0,0,0,0,17,2,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5,3,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
foro,0,2,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,2,0,2,0,8,0,0,0,0,1,2,0,1,4,0,0,2,0,0,0,5,3,2,0,6,0,1,0,0,0,0,0,0
università,0,0,0,0,1,0,0,2,4,1,1,0,0,0,0,0,0,1,0,4,1,2,4,1,0,0,4,0,3,3,0,6,1,0,0,5,0,0,2,0,0,0,7,3,5,0,19,2,34,0,2,1,5,0,0
fiera,0,3,1,0,2,1,0,5,2,0,0,1,0,0,1,10,3,1,3,3,1,3,8,2,0,2,1,1,0,2,1,3,6,1,16,11,0,1,9,0,1,0,12,0,3,2,6,9,0,3,0,0,1,0,0
maneggio,0,0,0,0,1,0,0,1,0,0,1,0,0,8,0,0,0,0,1,1,0,4,1,0,0,0,0,0,0,0,0,3,4,0,0,4,0,0,2,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0
cortile,0,29,4,0,8,9,10,1,20,2,1,15,1,1,4,1,6,17,10,9,8,28,59,10,60,5,7,0,5,1,1,92,8,1,7,4,5,0,25,0,5,5,32,1,5,0,37,5,8,1,2,2,5,0,0
sede,0,0,1,0,0,2,1,0,3,0,9,0,0,0,4,5,0,0,3,0,0,1,4,1,3,1,0,0,2,1,0,2,5,1,4,5,0,0,1,0,0,0,2,0,2,1,16,1,0,4,0,0,3,0,0
casa comunale,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deposito,0,0,0,0,0,0,2,4,1,3,5,4,0,0,0,0,0,2,5,2,0,3,3,0,0,0,3,0,0,0,0,4,3,0,1,0,0,0,7,0,0,0,1,1,0,1,9,0,0,2,5,0,1,1,0
portico,1,0,1,0,0,0,6,0,7,0,2,7,2,4,7,14,3,2,11,4,2,9,3,1,0,0,0,0,0,0,8,1,0,1,1,4,0,0,13,2,7,4,23,13,3,1,25,8,5,0,2,0,10,0,0
tribunale,0,0,1,0,0,0,2,2,3,5,3,5,1,0,0,0,0,1,7,2,7,11,6,1,0,0,8,1,0,2,1,4,0,0,8,11,0,0,46,1,0,1,9,5,3,0,60,7,14,0,0,0,2,0,1
conservatorio,0,0,0,0,0,0,1,0,0,0,32,0,0,0,0,3,0,0,0,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
manicomio,1,0,0,0,0,0,2,0,6,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,7,0,1,0,1,0,0,0,0
padiglione,0,14,0,0,0,1,3,0,12,1,0,6,0,0,0,0,1,4,2,3,1,1,4,1,0,1,0,1,0,0,1,1,2,2,3,3,0,0,11,0,2,3,1,3,0,0,1,0,0,0,0,0,3,0,0
arena,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,6,1,0,0,1,0,0,1,1,2,1,2,4,11,11,0,0,1,0,0,0,14,0,1,0,3,0,0,0,0,0,0,0,0
ospedale militare,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
municipio,1,0,0,0,0,0,3,7,36,5,0,0,0,0,0,0,0,9,3,0,1,29,6,1,2,1,7,0,0,0,0,2,0,0,1,3,0,0,12,0,0,0,0,1,0,6,0,4,0,0,0,0,0,0,0
orfanotrofio,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
archivio,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,1,2,0,1,0,0,4,0,0,0,3,0,0,0,6,0,0,1,13,0,0,0,0,0,9,0,0
commissariato,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stadio,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,6,0,0,3,0,0,3,0,0,0,0,0,0,2,1,0,0,2,0,1,0,1,1,0,0,0
casa di salute,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,13,0,0,0,0
ufficio postale,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
spa,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
porticato,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
casa di popolo,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
club,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,16,5,0,0,0,1,2,0,0,0,2,6,0,0,0,0,1,0,0,0,0,0,0,3,6,0,1,9,0,0,1,0,0,0,0
palazzo di giustizia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canile,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
anfiteatro,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,2,1,1,2,0,0,0,3,2,0,0,0,1,1,4,1,5,2,0,1,0,0,0,0,15,0,0,0,10,0,0,0,0,0,0,0,0
vivaio,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0
pinacoteca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
consolato,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0
asilo infantile,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
bazar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corte di appello,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0
giardino pubblico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,1,1,0,2,0,0,0,16,5,2,0,0
clinica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
palestra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fortificazione,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,3,3,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0
piscina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sanatorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
casa di cura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
galleria di arte,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
asilo notturno,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
riformatorio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
casa di riposo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
metropolitana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
casa di correzione,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
correzionale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
